,id,Фамилия1,Имя1,Очество1,Фамилия2,Имя2,Очество2,,,,,,,
425,38294,Васинская,Светлана,Рамилевна,Тимуршин,Валерий,Семенович,,,,Васинская,Светлана,Рамилевна,ВасинскаяСветланаРамилевна
148,38442,Илютина,Дарья,Маратовна,Тахтамыш,Данил,Тимофеевич,,,,Илютина,Дарья,Маратовна,ИлютинаДарьяМаратовна
23,38465,Одинцова,Тамара,Филипповна,Костерина,Лидия,Романовна,,,,Одинцова,Тамара,Филипповна,ОдинцоваТамараФилипповна
18,38483,Обнорская,Эльмира,Марселевна,Коньшина,Лидия,Павловна,,,,Обнорская,Эльмира,Марселевна,ОбнорскаяЭльмираМарселевна
5,38488,Тухаринов,Тимофей,Олегович,Брянчининов,Тимур,Владимирович,,,,Тухаринов,Тимофей,Олегович,ТухариновТимофейОлегович
164,38652,Белоконская,Алла,Ильинична,Даминова,Эльмира,Эдуардовна,,,,Белоконская,Алла,Ильинична,БелоконскаяАллаИльинична
95,38747,Кортнева,Инна,Владиславовна,Печеров,Марсель,Кириллович,,,,Кортнева,Инна,Владиславовна,КортневаИннаВладиславовна
45,38792,Мурзаев,Семен,Борисович,Новолодский,Дмитрий,Дмитриевич,,,,Мурзаев,Семен,Борисович,МурзаевСеменБорисович
69,38861,Булдина,Алина,Вадимовна,Лазарова,Лидия,Егоровна,,,,Булдина,Алина,Вадимовна,БулдинаАлинаВадимовна
407,39268,Вялых,Виталий,Рамилевич,Бектуганова,Наталья,Романовна,,,,Вялых,Виталий,Рамилевич,ВялыхВиталийРамилевич
28,39296,Дубницкий,Ринат,Русланович,Ласковская,Элина,Семеновна,,,,Дубницкий,Ринат,Русланович,ДубницкийРинатРусланович
74,39370,Шатнова,Валентина,Павловна,Лариошкин,Владислав,Константинович,,,,Шатнова,Валентина,Павловна,ШатноваВалентинаПавловна
26,39396,Агапонова,Евгения,Германовна,Силенкова,Карина,Яковлевна,,,,Агапонова,Евгения,Германовна,АгапоноваЕвгенияГермановна
124,39520,Лобовко,Ринат,Денисович,Подъяпольская,Светлана,Васильевна,,,,Лобовко,Ринат,Денисович,ЛобовкоРинатДенисович
34,39554,Акутина,Оксана,Ринатовна,Ващенкова,Светлана,Ринатовна,,,,Акутина,Оксана,Ринатовна,АкутинаОксанаРинатовна
10,39564,Нурмагомедов,Дмитрий,Филиппович,Климкович,Светлана,Антоновна,,,,Нурмагомедов,Дмитрий,Филиппович,НурмагомедовДмитрийФилиппович
27,39591,Лейкин,Артем,Федорович,Ивахнов,Виктор,Аркадьевич,,,,Лейкин,Артем,Федорович,ЛейкинАртемФедорович
51,39642,Городской,Глеб,Витальевич,Собенина,Екатерина,Рамилевна,,,,Городской,Глеб,Витальевич,ГородскойГлебВитальевич
142,39784,Шароваров,Дмитрий,Вячеславович,Зеленихин,Дамир,Дмитриевич,,,,Шароваров,Дмитрий,Вячеславович,ШароваровДмитрийВячеславович
259,40043,Шрамков,Роман,Филиппович,Земляникина,Раиса,Ильдаровна,,,,Шрамков,Роман,Филиппович,ШрамковРоманФилиппович
38,40081,Милосердов,Владислав,Ярославович,Байцуренко,Николай,Степанович,,,,Милосердов,Владислав,Ярославович,МилосердовВладиславЯрославович
241,40322,Ульбашева,Вероника,Геннадьевна,Катечкин,Валентин,Алексеевич,,,,Ульбашева,Вероника,Геннадьевна,УльбашеваВероникаГеннадьевна
176,40498,Нурбаков,Вячеслав,Георгиевич,Мазняк,Олеся,Вячеславовна,,,,Нурбаков,Вячеслав,Георгиевич,НурбаковВячеславГеоргиевич
